source_row,halo_id,galaxy_id,kind,ra_gal,dec_gal,observed_redshift_gal,euclid_nisp_h,lm_halo,true_redshift_halo,conc_vir_halo,rs_halo,rvir_halo,hpix_29_nest,h_ab,x_arcmin,y_arcmin,pdz_sigma_log1pz,synthetic_t,synthetic_error_alias,population
458377,3939460592547,0,0,186.06607,61.735004,0.672718,1.9209934e-29,11.255814,0.6717801,11.353983,11.946236,135.63736,791664001118776761,23.19118532,5.872357107,-2.33574,0.04292287153,0.517639231,0,Other hosts
459376,4443580323425,0,0,185.88368,61.698475,1.765077,9.314217e-30,11.427092,1.7636261,1.7375985,91.11617,158.32333,791661287515523249,23.97713412,0.6966578089,-4.52748,0.04979992355,1.024936305,0,Other hosts
459616,4140500634317,0,0,185.66415,61.800648,0.9738754,1.1188077e-29,11.1419,0.9723114,2.628532,46.921032,123.333435,791685640294832799,23.77811138,-5.532966989,1.6029,0.0480584746,0.717941953,0,Other hosts
459709,4140510974593,0,0,185.92857,61.806812,1.0756744,9.6734744e-30,11.278203,1.0724317,3.3278987,41.08316,136.7206,791664779930249384,23.93604378,1.970505835,1.97274,0.0494403831,0.7091672238,0,Other hosts
460272,4443580402746,0,0,186.06155,61.676247,1.7934047,1.0355625e-29,11.401084,1.789282,10.873823,14.142254,153.78036,791660961211667945,23.86205921,5.744092614,-5.86116,0.0487930181,1.032271236,0,Other hosts
460831,3939470234263,0,0,185.9681,61.677387,0.70055276,2.485859e-29,11.218232,0.6981102,6.368252,20.24613,128.93245,791661326599761363,22.91130877,3.092252604,-5.79276,0.04047395175,0.6066531228,0,Other hosts
460969,4140500046487,0,0,186.02948,61.77806,0.921794,1.8261125e-29,11.280797,0.9223384,7.7196035,17.646719,136.22568,791664612898828049,23.24618118,4.834039012,0.24762,0.0434040853,0.6782331543,0,Other hosts
461147,4140510936936,0,0,185.80553,61.79532,1.0407146,9.5453745e-30,10.934195,1.0394921,3.8423297,21.746174,103.73901,791688111299135799,23.95051757,-1.521012569,1.28322,0.04956702874,0.5996094517,0,Other hosts
463306,3938450241384,0,0,185.73769,61.68653,0.54938275,7.5777116e-29,11.297041,0.55052584,9.430582,14.179836,133.7241,791684084768890516,21.70115482,-3.446115043,-5.24418,0.02988510467,0.2326401319,-1,Other hosts
463339,3938450443752,1,1,185.79874,61.77954,0.6041934,1.1254524e-29,11.406464,0.6043901,8.688285,16.751928,145.54553,791685161361777306,23.77168217,-1.713693079,0.33642,0.048002219,0.8152154543,1,Other hosts
463826,3938450236885,0,0,185.92459,61.696007,0.55009717,1.290965e-27,12.084849,0.55109936,7.3533325,33.359123,245.30072,791661438662267853,18.62271383,1.857564977,-4.67556,0.015,0.4489613319,0,Other hosts
464195,3837420377884,7,1,185.65123,61.863876,0.4063022,2.2299109e-29,12.238658,0.40377736,10.423282,26.053396,271.5619,791688722392150076,23.02928122,-5.899599123,5.39658,0.04150621071,0.4411986402,0,Other hosts
464605,3938450406306,31,1,185.78056,61.82195,0.57961196,3.6774775e-29,12.829551,0.5791388,6.5779743,66.11296,434.88934,791688199772189380,22.48612494,-2.22958876,2.88102,0.03675359322,0.4128981194,0,Other hosts
465150,3737410786650,0,0,185.96216,61.750015,0.35726878,2.2473061e-29,10.8646145,0.35844195,14.314044,21.985321,96.36079,791664381888237578,23.02084442,2.92369263,-1.43508,0.04143238871,0.1548565868,-1,Other hosts
466957,4442570445282,0,0,186.07047,61.860634,1.6554098,3.2167902e-29,11.71931,1.6541214,9.745936,20.090406,195.79982,791665332800516513,22.63144316,5.997216348,5.20206,0.03802512763,1.188358079,1,Other hosts
467157,4443580400684,0,0,185.94284,61.806244,1.7766207,3.5514675e-29,11.774518,1.7746342,6.1421223,33.339153,204.77316,791664758128075409,22.52398039,2.375447054,1.93866,0.0370848284,1.033730412,0,Other hosts
467160,4443580441635,0,0,185.8894,61.86245,1.8220497,1.7328788e-29,11.909834,1.8190645,1.3117177,173.93765,228.1571,791689061210004236,23.30307953,0.8589748219,5.31102,0.04390194587,1.049699243,0,Other hosts
467522,4039470574188,218,1,185.7306,61.844177,0.73978984,2.7795286e-29,13.795608,0.7361724,2.4329004,380.9409,926.79126,791688587311427329,22.79007213,-3.647308684,4.21464,0.03941313116,0.5748821469,0,Other hosts
467533,4039470670525,153,1,185.67711,61.864708,0.7387148,6.3292654e-29,13.654659,0.73917586,3.2188618,263.33652,847.64386,791688728172231130,21.89661673,-5.165199771,5.4465,0.03159539641,0.5467531673,0,Other hosts
467534,4039470670730,45,1,185.69234,61.848186,0.7319636,1.8819524e-28,13.900585,0.739677,1.2576609,799.03815,1004.919,791688616755007387,20.71347841,-4.733016536,4.45518,0.02124293612,0.5585579326,0,Aligned halo
467606,4039480326371,0,0,185.86256,61.734016,0.7655137,7.366382e-29,11.595618,0.77103096,8.112744,21.20682,172.0455,791684956030626901,21.73186441,0.09733345355,-2.39502,0.03015381358,0.5528591869,0,Other hosts
467721,4039490425560,0,0,185.65573,61.826027,0.8491498,3.072162e-29,11.280844,0.8477445,5.3408422,25.374622,135.52185,791685713893565340,22.68138972,-5.771902173,3.12564,0.03846216003,0.661976342,0,Other hosts
469120,4241520026305,0,0,185.91165,61.828667,1.1218084,5.148774e-28,12.517712,1.119546,1.3286467,270.26004,359.0801,791664843459806761,19.62074043,1.4903653,3.28404,0.015,0.7491885364,0,Other hosts
469199,4241530133875,0,0,186.03053,61.80075,1.1912732,1.4345205e-29,11.2486105,1.1975161,8.15331,16.551891,134.9527,791664680785502450,23.5082331,4.863834968,1.60902,0.04569703965,0.8807955679,0,Other hosts
470394,4241530132041,0,0,185.91406,61.828007,1.18957,9.3123505e-30,11.188204,1.1899127,6.3208427,20.300049,128.31342,791664843323315134,23.97735172,1.558754112,3.24444,0.04980182751,0.7478030098,0,Other hosts
470498,4241540490611,0,0,185.88791,61.862442,1.2992119,3.557916e-29,11.688874,1.3008189,1.0744,182.00146,195.54236,791689061315839480,22.52201077,0.8166929426,5.31054,0.03706759427,0.5649373498,-1,Other hosts
470733,4745640149703,0,0,185.65697,61.700027,2.7818804,1.8821262e-29,11.813036,2.7831414,2.4780736,86.3859,214.07062,791684444838656225,23.21337815,-5.736714568,-4.43436,0.04311705881,1.344526035,0,Other hosts
471242,3736400347476,2,1,186.04433,61.837402,0.27287352,1.6173134e-29,10.8957205,0.27054685,16.609695,6.166889,91.655914,791665488834844989,23.37801454,5.25543895,3.80814,0.04455762721,-0.036919684,-1,Other hosts
471249,3736400369988,1887,1,186.0255,61.845764,0.27720264,4.893717e-29,14.776993,0.2762364,4.352807,424.61133,1848.2512,791665509117687711,22.17590287,4.721098154,4.30986,0.03403915014,0.2983458672,0,Other hosts
472360,4040490307025,0,0,186.01636,61.866055,0.85166496,2.900405e-28,12.4064,0.85060203,4.8405256,66.57482,322.25714,791665702110896727,20.24385339,4.461731458,5.52732,0.01713371714,0.6215561392,0,Other hosts
472361,4040490310078,0,0,185.993,61.842224,0.8665307,9.94576e-30,10.947921,0.8655535,8.508992,14.133631,106.38692,791665474461790961,23.90590506,3.798842398,4.09746,0.04917666929,0.5848719299,0,Other hosts
472570,4442570512731,0,0,185.82747,61.76685,1.6765318,1.3318091e-29,11.43354,1.6810718,3.8307152,41.07822,157.35896,791685061012711979,23.58889505,-0.8984189911,-0.42498,0.04640283173,0.7807638949,-1,Other hosts
472754,4443580402339,0,0,185.69417,61.828762,1.7892162,4.77474e-29,12.073404,1.788904,3.9205477,65.95376,258.57486,791688551761264205,22.20262568,-4.681086442,3.28974,0.0342729747,1.082534765,0,Other hosts
473650,4443590177489,0,0,185.8376,61.808044,1.8740009,1.4982582e-29,11.630501,1.8674328,5.5537796,33.06549,183.63844,791688071795927506,23.46103334,-0.6109589665,2.04666,0.04528404174,1.046863617,0,Other hosts
474449,3737420685996,4,1,185.9608,61.869667,0.37671432,4.1028657e-29,11.744481,0.37693533,9.337177,19.748173,184.3922,791665646695098591,22.36728175,2.885099773,5.74404,0.03571371528,0.35582095,0,Other hosts
474621,3938450406330,0,0,185.92316,61.86239,0.580071,3.6564954e-29,11.302673,0.5796202,15.195663,9.088408,138.1044,791665610647056513,22.49233742,1.816985723,5.30742,0.03680795244,0.4539311473,0,Other hosts
475191,4442570281441,12,1,185.68161,61.76919,1.6039298,1.1017832e-29,12.209788,1.6056632,7.645795,37.314148,285.29633,791685339085422319,23.79475964,-5.03750282,-0.28458,0.04820414681,0.989833547,0,Other hosts
475654,4442570322649,0,0,185.80614,61.82842,1.6192033,3.301838e-29,11.898721,1.6204311,3.616181,62.11224,224.6091,791688185255844131,22.6031106,-1.503702538,3.26922,0.03777721772,0.966116655,0,Other hosts
476289,4443590476252,57,1,185.68158,61.75616,1.8929943,4.9435035e-29,13.019979,1.8905079,1.1283998,474.05673,534.92554,791685315925621694,22.16491289,-5.038354133,-1.06638,0.03394298774,1.072132401,0,Other hosts
476743,3939460591061,3,1,185.86893,61.85595,0.67205584,9.258003e-30,11.295513,0.6703705,9.607638,14.070679,135.18599,791688330888521654,23.98370671,0.2780955816,4.92102,0.04985743369,0.537534682,0,Other hosts
477857,4443580401033,0,0,185.88513,61.80545,1.7822019,3.1155402e-29,11.83163,1.7811414,8.452323,25.3047,213.8835,791688229987184610,22.6661666,0.7378046042,1.89102,0.03832895776,1.092166443,0,Other hosts
478925,3939460591096,0,0,185.87141,61.822945,0.67193264,2.2924072e-29,11.205495,0.6709333,8.251802,15.78478,130.25288,791688255660598816,22.99927059,0.34847079,2.94072,0.04124361767,0.549917596,0,Other hosts
479141,4442570445099,0,0,185.98149,61.81848,1.6492774,1.314312e-29,11.482184,1.6480451,6.424944,25.416965,163.30258,791664723845656531,23.60325382,3.472221976,2.67282,0.0465284709,0.9513491427,0,Other hosts
479808,3939460593373,0,0,185.71635,61.67567,0.6753994,2.6336228e-29,11.180436,0.6749799,3.828849,32.274555,123.5744,791684398600388797,22.84861607,-4.051682361,-5.89578,0.03992539058,0.5093170781,0,Other hosts
480200,4745650283608,0,0,185.84966,61.814377,2.9264832,1.3433832e-29,11.967688,2.9255579,4.421921,54.278446,240.01498,791688080744702633,23.57950022,-0.2687311385,2.42664,0.04632062691,1.365050556,0,Other hosts
480375,4140500636146,5,1,185.91849,61.681274,0.9794612,1.0539869e-29,11.913287,0.9782575,6.48811,34.170464,221.70174,791661248564798565,23.84291197,1.684464666,-5.55954,0.04862547971,0.6639045815,0,Other hosts
482139,4140500060976,0,0,185.83669,61.74961,0.9270837,1.1618316e-28,11.666397,0.928558,6.106741,30.0403,183.44833,791685035611598665,21.23714204,-0.6367821276,-1.45938,0.02582499284,0.8766572271,1,Other hosts
482283,4140510974804,2,1,185.89165,61.86235,1.0784725,9.159556e-30,11.102693,1.0745026,12.961851,9.173866,118.910286,791689060873256143,23.99531394,0.9228232972,5.30502,0.04995899701,0.6927669011,0,Other hosts
482756,4140510935040,78,1,186.06566,61.79789,1.039177,1.24517126e-29,12.859128,1.0376961,6.415303,71.80433,460.64655,791665039777717640,23.66192728,5.860722496,1.43742,0.0470418637,0.7191718934,0,Other hosts
483369,4443590470198,0,0,185.95926,61.793343,1.8863512,9.832376e-30,11.448398,1.8846439,2.1879592,73.17744,160.10925,791664744676456703,23.9183538,2.841399039,1.1646,0.04928559579,1.09484123,0,Other hosts
483957,4442570321901,67,1,185.8338,61.809067,1.6163466,2.4653456e-29,12.981079,1.616469,5.9973645,85.985275,515.68506,791688071967547737,22.92030548,-0.7187919471,2.10804,0.04055267294,0.6137165417,-1,Other hosts
484453,3737410787279,0,0,185.67996,61.848858,0.35773167,1.34809e-29,10.923814,0.35907373,14.207245,4.463354,95.57091,791688664450921609,23.57570278,-5.084325036,4.4955,0.04628739934,0.331549787,0,Other hosts
484979,3939460552286,2,1,186.05476,61.76281,0.66521317,2.3846585e-29,11.68529,0.66295564,5.4342237,33.45479,181.8008,791664232414326095,22.95643452,5.551412104,-0.66738,0.04086880201,0.2694510413,-1,Other hosts
485085,3736400369988,876,1,185.6724,61.782894,0.28012538,2.7233123e-27,14.776993,0.2762364,4.352807,424.61133,1848.2512,791685527210181191,17.81225638,-5.298855913,0.53766,0.015,0.2672077374,0,Other hosts
485621,3938450303966,0,0,185.65593,61.768375,0.57473105,3.7263314e-29,11.221169,0.5731653,13.419325,9.374287,125.7966,791685417961378282,22.47179631,-5.766226753,-0.33348,0.03662821771,0.6599203847,1,Other hosts
485725,3938460836826,0,0,185.74469,61.8014,0.6276887,1.4055395e-29,10.956248,0.6299502,10.473375,12.728722,102.0169,791685205564956041,23.53039236,-3.247475342,1.64802,0.04589093317,0.4911148836,0,Other hosts
486127,4140500204442,0,0,185.85022,61.817684,0.96320325,3.3957073e-29,11.450787,0.9617629,1.0138602,154.70193,156.84613,791688264404594456,22.57267438,-0.2528399624,2.62506,0.03751090082,0.6397952145,0,Other hosts
486229,4140510417762,0,0,186.0658,61.677567,1.0056223,1.6121292e-29,11.179659,1.0078233,5.336295,23.679543,126.36103,791660961824111345,23.38150039,5.86469529,-5.78196,0.04458812841,0.4835248714,-1,Other hosts
486717,3938460837749,0,0,185.9898,61.763443,0.6310211,1.342986e-29,10.981008,0.63345706,5.7273684,14.009291,104.33626,791664439672278677,23.57982129,3.708035678,-0.6294,0.04632343626,0.3949890047,0,Other hosts
487035,3737400489577,50,1,186.03523,61.746235,0.29098898,3.279923e-27,12.736176,0.29213426,6.537944,59.20953,387.10858,791664034996112731,17.61034088,4.997207338,-1.66188,0.015,0.240967724,0,Other hosts
487547,4443590470009,0,0,185.8206,61.743156,1.8899088,1.1068695e-28,12.632246,1.884317,3.0426068,130.2147,396.19217,791684992223833763,21.28975895,-1.093369669,-1.84662,0.0262853908,1.06283858,0,Other hosts
490254,4443580462565,8,1,185.69974,61.678333,1.8448492,1.1314151e-29,11.902452,1.842134,3.6255124,62.313225,225.91737,791684395279432073,23.76594507,-4.523025995,-5.736,0.04795201939,1.085045547,0,Other hosts
490654,4745640141051,0,0,185.95155,61.709347,2.78328,9.153015e-30,11.737807,2.7810063,4.715551,42.74584,201.57018,791661405600932007,23.99608956,2.622611597,-3.87516,0.04996578369,1.34737638,0,Other hosts
491916,3938460836726,0,0,185.91016,61.800457,0.6276991,1.089194e-29,11.182995,0.6306231,10.291711,11.932061,122.80132,791664765598921703,23.8072369,1.448083421,1.59144,0.04831332287,0.5935954043,0,Other hosts
492285,4442570446551,8,1,185.78172,61.684067,1.6601155,1.457268e-29,12.204757,1.6599051,4.612947,61.629906,284.2955,791684061270447583,23.49115143,-2.196671323,-5.39196,0.045547575,0.9453063388,0,Other hosts
492923,4443580071458,0,0,185.93748,61.861416,1.7551063,1.7751894e-29,11.583994,1.7540256,7.548412,23.423119,176.80734,791665609218016378,23.27688826,2.223345798,5.24898,0.04367277228,1.00456717,0,Other hosts
493043,3635370249193,0,0,185.85925,61.798172,0.121915124,2.3735553e-29,10.380068,0.12115049,4.7979827,5.650387,55.360188,791688039421019546,22.96150161,0.00340525202,1.45434,0.04091313912,0.07406325494,0,Other hosts
493175,3636390278980,0,0,185.99988,61.832863,0.1998783,2.1054098e-29,10.485988,0.20041929,21.2517,6.942856,63.284195,791665467827592898,23.0916584,3.994076848,3.5358,0.042052011,0.189237779,0,Other hosts
497587,4140510936344,1,1,185.72406,61.808273,1.0392439,2.0523719e-29,12.467228,1.0370362,8.500343,40.04826,340.42395,791685580792316172,23.11935985,-3.832894919,2.0604,0.04229439869,0.7318876882,0,Other hosts
498192,4342550549971,0,0,186.03911,61.81001,1.4348993,1.1501497e-29,11.419576,1.4303932,11.095232,14.040679,155.78459,791665418838218089,23.74811407,5.107310487,2.16462,0.04779599815,0.913480227,0,Other hosts
499330,4140510934833,51,1,186.02028,61.76296,1.0338578,1.56776e-29,12.976606,1.0338123,5.528895,91.07774,503.55927,791664593136209079,23.41180105,4.572969691,-0.65838,0.0448532592,0.6749386268,0,Other hosts
499968,4745650278855,0,0,185.88152,61.857735,2.8997416,1.5678765e-29,11.74127,2.8951623,1.9749945,102.14262,201.73111,791689062748074652,23.41172037,0.6353632726,5.02812,0.04485255326,1.343819269,0,Other hosts
500330,4544610450351,0,0,185.84167,61.83815,2.1306348,1.1991408e-28,12.377974,2.1301184,6.7731724,48.60753,329.22717,791688290884035960,21.20282455,-0.4954641688,3.85302,0.02552471482,1.104927164,0,Other hosts
500506,3737400509619,0,0,185.91882,61.86023,0.30172765,1.7455009e-29,10.808006,0.30217168,7.0994864,11.250487,87.06783,791665613238607812,23.29519981,1.693829109,5.17782,0.04383299831,0.327779146,0,Other hosts
501479,3737410768114,0,0,186.01234,61.865593,0.35439292,9.521797e-29,11.2531,0.35454574,8.859477,14.056549,124.533676,791665724886602165,21.4532027,4.347655516,5.4996,0.02771552366,0.3113542589,0,Other hosts
501764,4645630639220,0,0,185.96005,61.81977,2.5843878,1.239701e-29,11.583411,2.5842426,3.5389228,50.954933,180.32558,791664814190187003,23.66670762,2.863816948,2.75022,0.04708369169,1.28059607,0,Other hosts
502059,3838440523913,0,0,185.7485,61.716278,0.51220757,4.6749518e-29,11.31926,0.5109872,8.848127,15.234883,134.80019,791684847945792069,22.22555716,-3.139358591,-3.4593,0.03447362512,0.4027593304,0,Other hosts
502480,3939460592092,0,0,186.00208,61.7642,0.6722201,2.7915098e-28,11.818383,0.6694389,10.701506,18.848186,201.70398,791664417295848536,20.28540211,4.056506468,-0.58398,0.01749726844,0.535557317,0,Other hosts
502773,4140500635726,7,1,185.82835,61.794647,0.9774573,2.1083202e-29,12.193711,0.976534,3.2108932,85.79079,275.46506,791688019696167235,23.09015858,-0.8734471429,1.24284,0.04203888754,0.6229548536,0,Other hosts
502846,4140510474247,0,0,185.72472,61.755295,1.0195904,1.2929416e-29,11.2135725,1.0203725,7.1312485,18.328203,130.70297,791685298351043472,23.62105273,-3.814166033,-1.11828,0.04668421137,0.7182202393,0,Other hosts
503670,3535360049501,1,1,185.99426,61.72905,0.053319026,6.6476953e-28,11.295662,0.053654455,14.399748,8.356173,120.326775,791664331404559225,19.34332224,3.834597545,-2.69298,0.015,0.05834618915,0,Other hosts
503832,4140500114666,0,0,185.95355,61.71757,0.9385905,1.1740776e-29,11.092975,0.939337,4.9704766,23.708904,117.84455,791661410904848900,23.72575799,2.679365797,-3.38178,0.04760038245,0.6579168349,0,Other hosts
504330,3636390278708,0,0,186.0411,61.829132,0.1997493,1.15795675e-26,13.765077,0.19938214,6.0372825,139.13586,840.0025,791665483592322452,16.24076915,5.163780916,3.31194,0.015,-0.06267665585,-1,Other hosts
505871,4140510937495,0,0,186.00066,61.784042,1.0412184,6.159983e-29,11.868886,1.0398428,3.837289,58.03268,222.68817,791664619814527925,21.92605122,4.016210986,0.60654,0.03185294814,0.7253501265,0,Other hosts
508828,4140510937944,0,0,185.85759,61.712585,1.0438968,9.250974e-30,11.275947,1.0449885,4.075651,33.48675,136.48032,791684750169064877,23.98453135,-0.04370073425,-3.68088,0.0498646493,0.7180289235,0,Other hosts
509241,4140510937173,0,0,185.73672,61.75577,1.0416073,2.819021e-29,11.38092,1.0395365,9.768816,15.254075,149.01425,791685114045338944,22.77475422,-3.473640831,-1.08978,0.03927909944,0.7145004143,0,Other hosts
510271,4140500064944,41,1,185.72214,61.69966,0.92954344,9.3453095e-30,12.919134,0.92808753,3.681379,130.42303,480.13663,791684467288050047,23.97351578,-3.887378951,-4.45638,0.04976826305,0.6576422821,0,Other hosts
510284,4140500210278,0,0,185.71349,61.707146,0.96231323,1.3643739e-29,11.063359,0.96005356,7.5257177,15.311785,115.23217,791684473556841017,23.56266649,-4.132840867,-4.00722,0.04617333181,0.6323498289,0,Other hosts
510752,3737400508012,0,0,185.87549,61.74322,0.30046836,2.932645e-29,11.058056,0.30158,5.6740046,18.688604,106.03922,791685005110715134,22.73185126,0.4642493586,-1.84278,0.03890369856,0.2895549086,0,Other hosts
510864,3737420686034,0,0,186.06369,61.734352,0.37663493,2.1226751e-29,10.952229,0.37671787,13.550713,11.685007,98.30174,791664000985522940,23.08279119,5.804819609,-2.37486,0.04197442288,0.3389380734,0,Other hosts
511341,3938460836480,0,0,185.91673,61.871098,0.62666154,7.0668735e-28,12.063662,0.6282366,8.549963,28.629509,244.78123,791665664305368232,19.27693171,1.634520969,5.8299,0.015,0.4981720636,0,Other hosts
511466,3939460591208,14,1,185.74524,61.851128,0.67180413,2.4615253e-28,12.061608,0.67124623,5.510385,44.416946,244.75447,791688596425477358,20.42198924,-3.231867937,4.6317,0.01869240585,0.515010404,0,Other hosts
511467,3939460591269,0,0,185.67563,61.77507,0.67387956,1.2053256e-29,11.118373,0.67251843,4.7435546,25.041174,118.78417,791685340898317142,23.69723905,-5.207197879,0.06822,0.04735084167,0.5428450823,0,Other hosts
513626,4140500619372,0,0,185.78618,61.74238,0.9715015,9.017111e-29,11.8588505,0.96835583,7.401666,28.733667,212.67702,791685077983146920,21.51233146,-2.070109457,-1.89318,0.02823290028,0.6878996321,0,Other hosts
513695,4140510475438,0,0,185.73886,61.81936,1.0322635,5.7710015e-29,11.64787,1.0306274,5.8696938,30.979172,181.83826,791688522358559848,21.99687203,-3.412913836,2.72562,0.03247263028,0.6859862467,0,Other hosts
514365,3736400369988,606,1,185.69162,61.838863,0.276696,2.7273464e-29,14.776993,0.2762364,4.352807,424.61133,1848.2512,791688566252215529,22.81064925,-4.753448048,3.8958,0.03959318091,0.26512556,0,Other hosts
515409,4443580402547,0,0,185.67079,61.763577,1.7923576,8.0379643e-29,12.265469,1.7909808,3.5882325,83.17319,298.44473,791685325138245787,21.63713482,-5.344543044,-0.62136,0.02932492965,0.994998111,0,Other hosts
516380,3939460596410,0,0,185.86794,61.688595,0.68247515,1.1341875e-29,11.095936,0.6815583,3.3187592,34.698174,115.154884,791684725705963443,23.76328786,0.2500022524,-5.12028,0.04792876876,0.4516648841,0,Other hosts
518954,4443580401030,0,0,185.89642,61.80346,1.7832321,1.2219187e-29,11.614302,1.7808753,6.208507,29.529505,183.33414,791664773206177102,23.68239422,1.058182065,1.77162,0.04722094944,1.071726495,0,Other hosts
519481,3938460314730,0,0,185.94946,61.7876,0.61794907,1.4810181e-28,11.694255,0.61700416,5.1513057,35.539185,183.0732,791664730893892127,20.97359908,2.563303457,0.82002,0.02351899199,0.8074885715,1,Other hosts
519701,3939470287680,2,1,185.82462,61.75645,0.7020023,2.1523916e-29,11.39112,0.7000285,11.635749,12.58398,146.42403,791685046862456372,23.06769678,-0.9792937265,-1.04898,0.04184234681,0.5516225192,0,Other hosts
520070,4443580441609,2,1,185.85326,61.822807,1.8212093,1.0195716e-29,12.444306,1.8174344,4.276824,80.07256,342.45627,791688268543137803,23.87895568,-0.1665735779,2.93244,0.04894086216,0.911855141,0,Other hosts
520105,4443590940296,0,0,185.65016,61.86594,1.920865,1.4284036e-29,11.707703,1.9209623,3.4681127,57.225643,198.46498,791688723044175314,23.51287266,-5.929962621,5.52042,0.04573763577,1.026162311,0,Other hosts
521547,4443580440709,0,0,185.7847,61.783367,1.8130056,1.7751205e-29,11.629643,1.810068,6.185999,29.613794,183.1909,791685169242353024,23.2769304,-2.112107565,0.56604,0.04367314101,1.063876805,0,Other hosts
522257,4140510953320,37,1,185.71397,61.685898,1.0418789,1.8882332e-29,12.607352,1.0427722,3.0958095,122.89224,380.45096,791684404502461815,23.20986093,-4.119219859,-5.2821,0.04308628311,0.6978278626,0,Other hosts
522806,4443580070978,0,0,185.90958,61.793858,1.7441866,3.1805108e-29,11.825528,1.7437062,1.0180143,209.16493,212.93289,791664580853857441,22.64375781,1.431624703,1.1955,0.03813288087,1.027803142,0,Other hosts
523665,4140510936315,0,0,185.94833,61.844376,1.0371588,6.9188504e-29,11.460207,1.0368073,2.2233055,78.01789,173.4576,791665566590206751,21.79991515,2.531237334,4.22658,0.03074925755,0.6966491811,0,Other hosts
523668,4140510972956,0,0,185.74077,61.676342,1.0679566,2.6647025e-29,11.329761,1.0662982,6.2750316,22.633932,142.02864,791684028410441006,22.83587818,-3.358713575,-5.85546,0.03981393404,0.4998974216,-1,Other hosts
525076,4443580052474,0,0,185.7898,61.852,1.7232081,1.0290681e-28,12.44945,1.7242048,2.9273808,118.88636,348.02563,791688418584105748,21.36888971,-1.967384354,4.68402,0.02697778497,1.010816465,0,Other hosts
526000,3938450444856,0,0,185.94855,61.83555,0.6088799,1.3415531e-29,11.013565,0.6083147,11.801077,9.009024,106.31618,791665561279161151,23.58098033,2.537480296,3.69702,0.04633357791,0.4548962852,0,Other hosts
526644,4443580070994,0,0,185.92126,61.787125,1.7442319,2.2379833e-29,11.770669,1.7449731,4.891565,41.721317,204.08252,791664577156800275,23.0253579,1.763069233,0.79152,0.04147188159,1.021485916,0,Other hosts
526657,4443580446495,0,0,185.70561,61.70162,1.8234974,1.8616045e-29,11.578232,1.8214595,6.532007,26.949537,176.03458,791684463976627454,23.22528145,-4.356452417,-4.33878,0.04322121269,0.9871501091,0,Other hosts
527152,3938450444858,0,0,185.89265,61.804462,0.6089252,1.7418327e-28,11.640907,0.60854024,12.777018,13.649558,174.40065,791664773333059041,20.7974839,0.9512003974,1.83174,0.02197798414,0.4888395642,0,Other hosts
528421,3938450406281,0,0,185.7265,61.82637,0.57939106,8.657534e-28,11.783932,0.5790351,5.7730002,34.27096,197.84627,791688531469217695,19.05651449,-3.763654794,3.14622,0.015,0.4380203953,0,Other hosts
528992,4442570512043,0,0,185.65701,61.77717,1.670356,4.2533787e-29,11.990593,1.6761731,4.6668653,51.86666,242.05473,791685434071025129,22.32816487,-5.735579484,0.19422,0.03537144261,0.9965858666,0,Other hosts
529249,4443590414811,0,0,186.04701,61.760563,1.8673145,1.7748319e-29,11.4210205,1.8615174,2.686919,58.297287,156.64009,791664226108416042,23.27710694,5.331489578,-0.8022,0.04367468568,1.020242549,0,Other hosts
530141,4443580412434,0,0,185.89209,61.75618,1.8098788,1.7767051e-29,11.538813,1.8069179,2.7062075,64.05829,173.35503,791664497161519884,23.27596163,0.9353092213,-1.06518,0.04366466424,1.048752255,0,Other hosts
530625,4442570443970,0,0,185.74849,61.857193,1.6545159,1.8244188e-29,11.613307,1.6568545,5.186889,34.784798,180.4249,791688781133098030,23.24718865,-3.139642362,4.9956,0.04341290071,1.0004323,0,Other hosts
530845,4443590416525,97,1,185.88322,61.752983,1.8683685,3.3248135e-29,13.021625,1.8678446,2.2957358,232.70619,534.23193,791661565817435477,22.59558178,0.6836043429,-1.257,0.03771134055,1.086078271,0,Other hosts
531421,4443580052504,0,0,185.76826,61.851562,1.7226189,1.3104468e-29,11.596384,1.7251065,3.8528788,47.019836,181.16173,791688414532771440,23.60645151,-2.578627092,4.65774,0.04655645074,0.9941817791,0,Other hosts
531431,4443580324038,0,0,185.94295,61.73916,1.7757041,1.0091092e-29,11.44769,1.7740504,6.744758,23.614948,159.27711,791664455664994921,23.89015459,2.378568535,-2.08638,0.04903885263,1.018996025,0,Other hosts
532868,3939470287996,0,0,185.86342,61.852745,0.708517,2.2036554e-29,11.257035,0.70610267,17.430826,7.553023,131.65543,791688349936994942,23.04214079,0.1217377597,4.72872,0.04161873196,0.5472126858,0,Other hosts
533006,4745640149504,0,0,185.7005,61.717724,2.7766697,2.2908794e-29,11.99516,2.7750218,2.492945,99.76461,248.70769,791685214964670926,22.99999443,-4.501459398,-3.37254,0.04124995128,1.374905346,0,Other hosts
534165,4140510937796,37,1,185.9581,61.76985,1.0403888,1.5353668e-29,12.7111025,1.0412182,5.6848626,72.24813,410.7207,791664538604285676,23.43446964,2.808481603,-0.24498,0.04505160932,0.6751821508,0,Other hosts
535132,4443580047481,0,0,185.75977,61.777313,1.7120813,1.4272958e-29,11.582442,1.7121242,3.5453298,49.827053,176.65334,791685175447628262,23.51371503,-2.819548672,0.2028,0.04574500652,1.019556489,0,Other hosts
